ECG,X,Y,Z,Timestamp
293,0.27,-9.34,-1.29,2024-01-20 15:15:32.825
303,0.27,-9.34,-1.37,2024-01-20 15:15:32.858
378,0.31,-9.34,-1.41,2024-01-20 15:15:32.892
390,0.24,-9.34,-1.37,2024-01-20 15:15:32.958
356,0.24,-9.34,-1.41,2024-01-20 15:15:32.991
273,0.24,-9.30,-1.37,2024-01-20 15:15:33.025
286,0.24,-9.34,-1.41,2024-01-20 15:15:33.091
326,0.24,-9.34,-1.37,2024-01-20 15:15:33.125
380,0.20,-9.34,-1.37,2024-01-20 15:15:33.158
372,0.27,-9.34,-1.37,2024-01-20 15:15:33.224
302,0.24,-9.34,-1.37,2024-01-20 15:15:33.257
259,0.27,-9.30,-1.41,2024-01-20 15:15:33.290
340,0.24,-9.34,-1.45,2024-01-20 15:15:33.324
354,0.24,-9.34,-1.37,2024-01-20 15:15:33.390
381,0.24,-9.34,-1.37,2024-01-20 15:15:33.424
343,0.20,-9.30,-1.37,2024-01-20 15:15:33.457
613,0.24,-9.38,-1.41,2024-01-20 15:15:33.523
180,0.20,-9.34,-1.37,2024-01-20 15:15:33.557
325,0.24,-9.34,-1.37,2024-01-20 15:15:33.591
385,0.24,-9.30,-1.37,2024-01-20 15:15:33.657
408,0.20,-9.34,-1.33,2024-01-20 15:15:33.690
313,0.20,-9.34,-1.33,2024-01-20 15:15:33.723
256,0.24,-9.30,-1.37,2024-01-20 15:15:33.790
309,0.24,-9.30,-1.37,2024-01-20 15:15:33.824
350,0.20,-9.34,-1.41,2024-01-20 15:15:33.857
370,0.24,-9.34,-1.37,2024-01-20 15:15:33.923
309,0.24,-9.30,-1.41,2024-01-20 15:15:33.957
263,0.24,-9.34,-1.37,2024-01-20 15:15:33.989
281,0.24,-9.34,-1.37,2024-01-20 15:15:34.023
333,0.20,-9.30,-1.37,2024-01-20 15:15:34.089
390,0.24,-9.34,-1.41,2024-01-20 15:15:34.123
362,0.24,-9.34,-1.45,2024-01-20 15:15:34.156
274,0.24,-9.34,-1.33,2024-01-20 15:15:34.222
270,0.24,-9.30,-1.33,2024-01-20 15:15:34.256
343,0.24,-9.34,-1.45,2024-01-20 15:15:34.289
360,0.27,-9.30,-1.37,2024-01-20 15:15:34.356
391,0.27,-9.41,-1.41,2024-01-20 15:15:34.388
311,0.24,-9.38,-1.45,2024-01-20 15:15:34.423
660,0.20,-9.30,-1.37,2024-01-20 15:15:34.489
285,0.24,-9.34,-1.41,2024-01-20 15:15:34.521
352,0.24,-9.34,-1.41,2024-01-20 15:15:34.556
403,0.27,-9.41,-1.33,2024-01-20 15:15:34.622
376,0.27,-9.34,-1.37,2024-01-20 15:15:34.655
282,0.24,-9.34,-1.37,2024-01-20 15:15:34.689
279,0.20,-9.34,-1.41,2024-01-20 15:15:34.722
342,0.24,-9.34,-1.37,2024-01-20 15:15:34.788
363,0.24,-9.34,-1.37,2024-01-20 15:15:34.822
387,0.24,-9.34,-1.45,2024-01-20 15:15:34.855
308,0.24,-9.34,-1.37,2024-01-20 15:15:34.921
260,0.27,-9.38,-1.29,2024-01-20 15:15:34.954
308,0.27,-9.34,-1.41,2024-01-20 15:15:34.988
356,0.24,-9.38,-1.45,2024-01-20 15:15:35.055
389,0.27,-9.38,-1.41,2024-01-20 15:15:35.088
340,0.24,-9.34,-1.41,2024-01-20 15:15:35.121
272,0.24,-9.34,-1.37,2024-01-20 15:15:35.187
306,0.20,-9.34,-1.37,2024-01-20 15:15:35.221
352,0.24,-9.34,-1.41,2024-01-20 15:15:35.254
382,0.24,-9.30,-1.37,2024-01-20 15:15:35.320
378,0.20,-9.30,-1.41,2024-01-20 15:15:35.354
278,0.27,-9.34,-1.37,2024-01-20 15:15:35.387
392,0.24,-9.30,-1.41,2024-01-20 15:15:35.421
315,0.24,-9.34,-1.37,2024-01-20 15:15:35.487
371,0.24,-9.38,-1.37,2024-01-20 15:15:35.520
397,0.27,-9.41,-1.33,2024-01-20 15:15:35.554
353,0.24,-9.34,-1.37,2024-01-20 15:15:35.620
254,0.16,-9.30,-1.37,2024-01-20 15:15:35.653
279,0.24,-9.30,-1.37,2024-01-20 15:15:35.687
339,0.24,-9.34,-1.37,2024-01-20 15:15:35.753
371,0.27,-9.34,-1.37,2024-01-20 15:15:35.786
349,0.24,-9.34,-1.33,2024-01-20 15:15:35.820
285,0.27,-9.38,-1.33,2024-01-20 15:15:35.886
268,0.20,-9.34,-1.41,2024-01-20 15:15:35.920
319,0.24,-9.34,-1.37,2024-01-20 15:15:35.953
366,0.24,-9.34,-1.37,2024-01-20 15:15:36.019
377,0.24,-9.34,-1.41,2024-01-20 15:15:36.053
347,0.27,-9.38,-1.37,2024-01-20 15:15:36.086
268,0.24,-9.30,-1.41,2024-01-20 15:15:36.119
303,0.24,-9.30,-1.33,2024-01-20 15:15:36.186
346,0.24,-9.34,-1.41,2024-01-20 15:15:36.218
443,0.24,-9.34,-1.33,2024-01-20 15:15:36.252
74,0.24,-9.34,-1.41,2024-01-20 15:15:36.318
299,0.24,-9.38,-1.33,2024-01-20 15:15:36.352
285,0.24,-9.34,-1.33,2024-01-20 15:15:36.386
340,0.27,-9.41,-1.41,2024-01-20 15:15:36.451
385,0.27,-9.34,-1.37,2024-01-20 15:15:36.485
404,0.27,-9.41,-1.33,2024-01-20 15:15:36.519
359,0.24,-9.30,-1.37,2024-01-20 15:15:36.585
269,0.20,-9.30,-1.37,2024-01-20 15:15:36.618
278,0.24,-9.30,-1.37,2024-01-20 15:15:36.652
337,0.24,-9.34,-1.37,2024-01-20 15:15:36.685
386,0.24,-9.34,-1.37,2024-01-20 15:15:36.752
375,0.24,-9.34,-1.37,2024-01-20 15:15:36.784
283,0.24,-9.34,-1.33,2024-01-20 15:15:36.818
257,0.24,-9.34,-1.41,2024-01-20 15:15:36.884
318,0.20,-9.34,-1.37,2024-01-20 15:15:36.918
372,0.24,-9.34,-1.37,2024-01-20 15:15:36.951
388,0.24,-9.34,-1.37,2024-01-20 15:15:37.017
316,0.24,-9.38,-1.45,2024-01-20 15:15:37.051
263,0.27,-9.38,-1.33,2024-01-20 15:15:37.084
659,0.24,-9.38,-1.41,2024-01-20 15:15:37.151
336,0.20,-9.30,-1.37,2024-01-20 15:15:37.184
398,0.24,-9.34,-1.37,2024-01-20 15:15:37.217
368,0.24,-9.34,-1.29,2024-01-20 15:15:37.283
325,0.24,-9.34,-1.33,2024-01-20 15:15:37.317
333,0.20,-9.34,-1.37,2024-01-20 15:15:37.350
356,0.24,-9.30,-1.37,2024-01-20 15:15:37.383
317,0.27,-9.30,-1.45,2024-01-20 15:15:37.450
391,0.20,-9.30,-1.41,2024-01-20 15:15:37.484
359,0.24,-9.38,-1.37,2024-01-20 15:15:37.517
275,0.20,-9.38,-1.41,2024-01-20 15:15:37.583
215,0.24,-9.38,-1.37,2024-01-20 15:15:37.616
338,0.20,-9.30,-1.37,2024-01-20 15:15:37.650
326,0.27,-9.30,-1.41,2024-01-20 15:15:37.716
303,0.24,-9.34,-1.37,2024-01-20 15:15:37.749
240,0.24,-9.34,-1.37,2024-01-20 15:15:37.783
238,0.24,-9.34,-1.37,2024-01-20 15:15:37.849
294,0.20,-9.34,-1.37,2024-01-20 15:15:37.883
345,0.27,-9.38,-1.33,2024-01-20 15:15:37.916
659,0.24,-9.34,-1.45,2024-01-20 15:15:37.982
248,0.20,-9.34,-1.37,2024-01-20 15:15:38.016
248,0.24,-9.30,-1.37,2024-01-20 15:15:38.049
321,0.24,-9.34,-1.41,2024-01-20 15:15:38.083
329,0.24,-9.34,-1.37,2024-01-20 15:15:38.149
371,0.24,-9.38,-1.37,2024-01-20 15:15:38.182
297,0.24,-9.34,-1.33,2024-01-20 15:15:38.216
269,0.27,-9.34,-1.45,2024-01-20 15:15:38.281
281,0.24,-9.30,-1.37,2024-01-20 15:15:38.315
388,0.20,-9.34,-1.33,2024-01-20 15:15:38.348
402,0.27,-9.26,-1.41,2024-01-20 15:15:38.415
399,0.24,-9.34,-1.37,2024-01-20 15:15:38.448
282,0.24,-9.30,-1.41,2024-01-20 15:15:38.481
294,0.20,-9.38,-1.41,2024-01-20 15:15:38.548
368,0.27,-9.30,-1.41,2024-01-20 15:15:38.581
397,0.20,-9.34,-1.37,2024-01-20 15:15:38.615
374,0.24,-9.30,-1.37,2024-01-20 15:15:38.680
272,0.24,-9.34,-1.41,2024-01-20 15:15:38.714
319,0.20,-9.34,-1.37,2024-01-20 15:15:38.748
661,0.20,-9.34,-1.37,2024-01-20 15:15:38.781
395,0.24,-9.34,-1.33,2024-01-20 15:15:38.848
389,0.24,-9.34,-1.33,2024-01-20 15:15:38.881
364,0.27,-9.38,-1.45,2024-01-20 15:15:38.914
286,0.24,-9.30,-1.37,2024-01-20 15:15:38.981
293,0.20,-9.34,-1.37,2024-01-20 15:15:39.015
387,0.24,-9.34,-1.41,2024-01-20 15:15:39.048
382,0.24,-9.38,-1.37,2024-01-20 15:15:39.113
398,0.24,-9.38,-1.37,2024-01-20 15:15:39.147
284,0.24,-9.34,-1.33,2024-01-20 15:15:39.180
280,0.20,-9.34,-1.37,2024-01-20 15:15:39.246
354,0.20,-9.30,-1.33,2024-01-20 15:15:39.280
396,0.24,-9.30,-1.33,2024-01-20 15:15:39.313
418,0.20,-9.30,-1.41,2024-01-20 15:15:39.380
369,0.27,-9.34,-1.49,2024-01-20 15:15:39.413
316,0.24,-9.34,-1.45,2024-01-20 15:15:39.447
298,0.24,-9.34,-1.37,2024-01-20 15:15:39.480
375,0.24,-9.34,-1.29,2024-01-20 15:15:39.546
398,0.20,-9.30,-1.37,2024-01-20 15:15:39.579
659,0.20,-9.30,-1.41,2024-01-20 15:15:39.613
156,0.24,-9.30,-1.37,2024-01-20 15:15:39.679
268,0.24,-9.30,-1.33,2024-01-20 15:15:39.712
345,0.24,-9.34,-1.37,2024-01-20 15:15:39.746
388,0.24,-9.38,-1.37,2024-01-20 15:15:39.812
391,0.24,-9.38,-1.37,2024-01-20 15:15:39.845
279,0.20,-9.34,-1.41,2024-01-20 15:15:39.879
244,0.31,-9.30,-1.41,2024-01-20 15:15:39.946
280,0.27,-9.34,-1.41,2024-01-20 15:15:39.978
310,0.20,-9.30,-1.41,2024-01-20 15:15:40.012
370,0.24,-9.34,-1.33,2024-01-20 15:15:40.079
328,0.27,-9.38,-1.41,2024-01-20 15:15:40.112
333,0.24,-9.30,-1.37,2024-01-20 15:15:40.145
321,0.24,-9.38,-1.41,2024-01-20 15:15:40.179
412,0.24,-9.34,-1.37,2024-01-20 15:15:40.245
403,0.31,-9.38,-1.37,2024-01-20 15:15:40.278
420,0.24,-9.38,-1.37,2024-01-20 15:15:40.312
320,0.24,-9.34,-1.37,2024-01-20 15:15:40.378
259,0.20,-9.34,-1.41,2024-01-20 15:15:40.412
343,0.24,-9.30,-1.45,2024-01-20 15:15:40.445
362,0.24,-9.38,-1.41,2024-01-20 15:15:40.511
661,0.24,-9.34,-1.41,2024-01-20 15:15:40.545
307,0.24,-9.34,-1.41,2024-01-20 15:15:40.578
230,0.20,-9.34,-1.41,2024-01-20 15:15:40.644
289,0.24,-9.38,-1.37,2024-01-20 15:15:40.677
389,0.20,-9.30,-1.33,2024-01-20 15:15:40.711
399,0.27,-9.34,-1.33,2024-01-20 15:15:40.777
339,0.24,-9.30,-1.41,2024-01-20 15:15:40.811
261,0.24,-9.34,-1.33,2024-01-20 15:15:40.844
255,0.24,-9.34,-1.41,2024-01-20 15:15:40.877
314,0.20,-9.34,-1.37,2024-01-20 15:15:40.943
384,0.24,-9.34,-1.37,2024-01-20 15:15:40.977
371,0.27,-9.30,-1.33,2024-01-20 15:15:41.011
272,0.24,-9.26,-1.37,2024-01-20 15:15:41.077
222,0.27,-9.34,-1.41,2024-01-20 15:15:41.110
261,0.24,-9.26,-1.41,2024-01-20 15:15:41.143
343,0.24,-9.34,-1.37,2024-01-20 15:15:41.209
378,0.24,-9.30,-1.37,2024-01-20 15:15:41.243
366,0.24,-9.30,-1.33,2024-01-20 15:15:41.276
261,0.27,-9.34,-1.37,2024-01-20 15:15:41.343
235,0.24,-9.34,-1.37,2024-01-20 15:15:41.376
351,0.20,-9.34,-1.37,2024-01-20 15:15:41.409
661,0.20,-9.34,-1.37,2024-01-20 15:15:41.476
332,0.27,-9.38,-1.41,2024-01-20 15:15:41.509
246,0.24,-9.34,-1.45,2024-01-20 15:15:41.543
162,0.27,-9.34,-1.37,2024-01-20 15:15:41.576
323,0.27,-9.38,-1.33,2024-01-20 15:15:41.642
492,0.20,-9.30,-1.37,2024-01-20 15:15:41.676
476,0.20,-9.34,-1.41,2024-01-20 15:15:41.709
391,0.24,-9.38,-1.37,2024-01-20 15:15:41.776
249,0.24,-9.26,-1.37,2024-01-20 15:15:41.809
261,0.27,-9.34,-1.41,2024-01-20 15:15:41.842
268,0.24,-9.30,-1.37,2024-01-20 15:15:41.909
325,0.27,-9.34,-1.37,2024-01-20 15:15:41.942
403,0.24,-9.38,-1.41,2024-01-20 15:15:41.975
314,0.24,-9.34,-1.41,2024-01-20 15:15:42.041
201,0.24,-9.34,-1.37,2024-01-20 15:15:42.075
345,0.24,-9.34,-1.37,2024-01-20 15:15:42.108
429,0.27,-9.38,-1.45,2024-01-20 15:15:42.175
422,0.27,-9.30,-1.41,2024-01-20 15:15:42.208
409,0.20,-9.34,-1.37,2024-01-20 15:15:42.241
194,0.24,-9.38,-1.37,2024-01-20 15:15:42.275
0,0.27,-9.38,-1.33,2024-01-20 15:15:42.341
299,0.24,-9.34,-1.45,2024-01-20 15:15:42.375
350,0.20,-9.30,-1.41,2024-01-20 15:15:42.408
542,0.27,-9.30,-1.37,2024-01-20 15:15:42.474
470,0.20,-9.30,-1.41,2024-01-20 15:15:42.508
184,0.27,-9.34,-1.37,2024-01-20 15:15:42.541
345,0.24,-9.30,-1.41,2024-01-20 15:15:42.607
310,0.27,-9.38,-1.33,2024-01-20 15:15:42.641
390,0.20,-9.30,-1.37,2024-01-20 15:15:42.674
337,0.20,-9.34,-1.37,2024-01-20 15:15:42.741
262,0.24,-9.34,-1.41,2024-01-20 15:15:42.774
344,0.24,-9.38,-1.33,2024-01-20 15:15:42.807
468,0.27,-9.34,-1.37,2024-01-20 15:15:42.841
455,0.24,-9.30,-1.41,2024-01-20 15:15:42.907
335,0.24,-9.30,-1.41,2024-01-20 15:15:42.940
236,0.27,-9.34,-1.37,2024-01-20 15:15:42.973
166,0.24,-9.30,-1.41,2024-01-20 15:15:43.040
256,0.24,-9.34,-1.41,2024-01-20 15:15:43.074
357,0.24,-9.30,-1.41,2024-01-20 15:15:43.107
659,0.27,-9.38,-1.41,2024-01-20 15:15:43.173
261,0.24,-9.34,-1.41,2024-01-20 15:15:43.207
283,0.24,-9.30,-1.37,2024-01-20 15:15:43.239
273,0.20,-9.30,-1.37,2024-01-20 15:15:43.306
337,0.24,-9.34,-1.41,2024-01-20 15:15:43.339
404,0.20,-9.34,-1.33,2024-01-20 15:15:43.373
393,0.24,-9.34,-1.41,2024-01-20 15:15:43.439
341,0.24,-9.34,-1.37,2024-01-20 15:15:43.473
260,0.20,-9.30,-1.41,2024-01-20 15:15:43.505
302,0.20,-9.30,-1.41,2024-01-20 15:15:43.539
370,0.27,-9.34,-1.37,2024-01-20 15:15:43.605
394,0.24,-9.34,-1.41,2024-01-20 15:15:43.639
360,0.20,-9.30,-1.37,2024-01-20 15:15:43.673
273,0.20,-9.38,-1.37,2024-01-20 15:15:43.738
275,0.24,-9.30,-1.37,2024-01-20 15:15:43.772
346,0.24,-9.34,-1.37,2024-01-20 15:15:43.805
376,0.24,-9.30,-1.37,2024-01-20 15:15:43.872
388,0.24,-9.30,-1.37,2024-01-20 15:15:43.905
316,0.27,-9.38,-1.37,2024-01-20 15:15:43.939
659,0.24,-9.34,-1.33,2024-01-20 15:15:44.005
233,0.24,-9.30,-1.41,2024-01-20 15:15:44.037
367,0.27,-9.38,-1.33,2024-01-20 15:15:44.071
414,0.24,-9.34,-1.37,2024-01-20 15:15:44.137
373,0.24,-9.34,-1.41,2024-01-20 15:15:44.171
283,0.20,-9.34,-1.37,2024-01-20 15:15:44.204
270,0.24,-9.34,-1.37,2024-01-20 15:15:44.238
350,0.24,-9.34,-1.33,2024-01-20 15:15:44.304
373,0.24,-9.30,-1.41,2024-01-20 15:15:44.337
372,0.31,-9.14,-1.33,2024-01-20 15:15:44.370
279,0.27,-9.34,-1.37,2024-01-20 15:15:44.437
243,0.39,-9.18,-1.29,2024-01-20 15:15:44.470
308,0.27,-9.22,-1.41,2024-01-20 15:15:44.504
363,0.20,-9.18,-1.37,2024-01-20 15:15:44.571
389,0.31,-9.49,-1.37,2024-01-20 15:15:44.603
332,0.20,-9.49,-1.45,2024-01-20 15:15:44.637
227,0.27,-9.45,-1.45,2024-01-20 15:15:44.704
268,0.27,-9.18,-1.37,2024-01-20 15:15:44.737
351,0.20,-9.34,-1.41,2024-01-20 15:15:44.771
661,0.27,-9.34,-1.33,2024-01-20 15:15:44.836
333,0.27,-9.30,-1.37,2024-01-20 15:15:44.870
285,0.24,-9.30,-1.37,2024-01-20 15:15:44.903
250,0.27,-9.34,-1.41,2024-01-20 15:15:44.937
325,0.24,-9.34,-1.37,2024-01-20 15:15:45.003
376,0.24,-9.34,-1.41,2024-01-20 15:15:45.037
362,0.24,-9.34,-1.33,2024-01-20 15:15:45.070
325,0.24,-9.34,-1.37,2024-01-20 15:15:45.136
239,0.27,-9.34,-1.37,2024-01-20 15:15:45.169
268,0.24,-9.34,-1.41,2024-01-20 15:15:45.202
365,0.24,-9.34,-1.37,2024-01-20 15:15:45.269
378,0.27,-9.30,-1.37,2024-01-20 15:15:45.302
372,0.24,-9.38,-1.33,2024-01-20 15:15:45.336
269,0.24,-9.38,-1.41,2024-01-20 15:15:45.402
258,0.20,-9.30,-1.33,2024-01-20 15:15:45.435
358,0.24,-9.34,-1.37,2024-01-20 15:15:45.469
381,0.24,-9.34,-1.37,2024-01-20 15:15:45.536
389,0.24,-9.34,-1.33,2024-01-20 15:15:45.569
374,0.20,-9.30,-1.37,2024-01-20 15:15:45.602
532,0.24,-9.30,-1.37,2024-01-20 15:15:45.635
386,0.24,-9.30,-1.41,2024-01-20 15:15:45.702
446,0.20,-9.30,-1.33,2024-01-20 15:15:45.736
243,0.27,-9.34,-1.37,2024-01-20 15:15:45.769
255,0.27,-9.41,-1.33,2024-01-20 15:15:45.835
100,0.24,-9.38,-1.37,2024-01-20 15:15:45.868
207,0.24,-9.34,-1.33,2024-01-20 15:15:45.902
304,0.24,-9.30,-1.41,2024-01-20 15:15:45.967
342,0.24,-9.34,-1.37,2024-01-20 15:15:46.001
358,0.24,-9.34,-1.37,2024-01-20 15:15:46.035
275,0.24,-9.30,-1.37,2024-01-20 15:15:46.100
240,0.20,-9.30,-1.41,2024-01-20 15:15:46.134
294,0.20,-9.34,-1.33,2024-01-20 15:15:46.167
350,0.20,-9.34,-1.33,2024-01-20 15:15:46.234
388,0.24,-9.30,-1.41,2024-01-20 15:15:46.267
333,0.24,-9.38,-1.41,2024-01-20 15:15:46.301
246,0.24,-9.34,-1.33,2024-01-20 15:15:46.334
282,0.24,-9.30,-1.41,2024-01-20 15:15:46.400
351,0.24,-9.30,-1.41,2024-01-20 15:15:46.434
378,0.20,-9.34,-1.41,2024-01-20 15:15:46.467
381,0.20,-9.30,-1.41,2024-01-20 15:15:46.533
660,0.20,-9.34,-1.37,2024-01-20 15:15:46.566
263,0.24,-9.26,-1.37,2024-01-20 15:15:46.600
333,0.24,-9.30,-1.41,2024-01-20 15:15:46.666
370,0.27,-9.34,-1.33,2024-01-20 15:15:46.700
407,0.20,-9.34,-1.41,2024-01-20 15:15:46.733
336,0.24,-9.30,-1.37,2024-01-20 15:15:46.800
330,0.27,-9.34,-1.37,2024-01-20 15:15:46.833
407,0.24,-9.30,-1.37,2024-01-20 15:15:46.866
440,0.20,-9.41,-1.41,2024-01-20 15:15:46.932
416,0.27,-9.34,-1.33,2024-01-20 15:15:46.966
364,0.27,-9.30,-1.37,2024-01-20 15:15:47.000
229,0.24,-9.34,-1.41,2024-01-20 15:15:47.033
194,0.24,-9.34,-1.37,2024-01-20 15:15:47.099
273,0.20,-9.34,-1.37,2024-01-20 15:15:47.133
336,0.20,-9.38,-1.41,2024-01-20 15:15:47.166
344,0.20,-9.34,-1.33,2024-01-20 15:15:47.232
304,0.24,-9.30,-1.37,2024-01-20 15:15:47.265
241,0.24,-9.30,-1.45,2024-01-20 15:15:47.299
206,0.24,-9.34,-1.37,2024-01-20 15:15:47.365
437,0.24,-9.30,-1.41,2024-01-20 15:15:47.398
446,0.24,-9.34,-1.41,2024-01-20 15:15:47.432
486,0.24,-9.34,-1.41,2024-01-20 15:15:47.498
102,0.20,-9.38,-1.37,2024-01-20 15:15:47.532
277,0.27,-9.53,-1.41,2024-01-20 15:15:47.565
328,0.27,-9.38,-1.37,2024-01-20 15:15:47.631
372,0.20,-9.26,-1.33,2024-01-20 15:15:47.665
388,0.24,-9.34,-1.33,2024-01-20 15:15:47.698
280,0.20,-9.38,-1.41,2024-01-20 15:15:47.731
268,0.31,-9.61,-1.45,2024-01-20 15:15:47.798
329,0.24,-9.38,-1.33,2024-01-20 15:15:47.832
393,0.31,-9.34,-1.37,2024-01-20 15:15:47.865
412,0.27,-9.22,-1.41,2024-01-20 15:15:47.931
365,0.24,-9.38,-1.37,2024-01-20 15:15:47.964
256,0.24,-9.34,-1.37,2024-01-20 15:15:47.998
273,0.27,-9.34,-1.41,2024-01-20 15:15:48.064
359,0.24,-9.34,-1.37,2024-01-20 15:15:48.097
407,0.24,-9.38,-1.29,2024-01-20 15:15:48.131
401,0.24,-9.34,-1.41,2024-01-20 15:15:48.197
287,0.24,-9.30,-1.37,2024-01-20 15:15:48.230
262,0.24,-9.38,-1.37,2024-01-20 15:15:48.264
322,0.24,-9.38,-1.37,2024-01-20 15:15:48.330
660,0.20,-9.34,-1.37,2024-01-20 15:15:48.363
347,0.20,-9.34,-1.37,2024-01-20 15:15:48.397
347,0.20,-9.30,-1.33,2024-01-20 15:15:48.430
259,0.24,-9.38,-1.37,2024-01-20 15:15:48.497
298,0.24,-9.34,-1.33,2024-01-20 15:15:48.530
358,0.24,-9.38,-1.33,2024-01-20 15:15:48.564
377,0.24,-9.30,-1.37,2024-01-20 15:15:48.630
369,0.24,-9.34,-1.41,2024-01-20 15:15:48.663
278,0.20,-9.34,-1.41,2024-01-20 15:15:48.697
267,0.24,-9.34,-1.37,2024-01-20 15:15:48.763
330,0.24,-9.30,-1.37,2024-01-20 15:15:48.796
378,0.24,-9.34,-1.41,2024-01-20 15:15:48.829
394,0.27,-9.34,-1.41,2024-01-20 15:15:48.896
324,0.24,-9.34,-1.37,2024-01-20 15:15:48.929
270,0.24,-9.34,-1.41,2024-01-20 15:15:48.963
347,0.24,-9.30,-1.37,2024-01-20 15:15:49.029
379,0.27,-9.38,-1.41,2024-01-20 15:15:49.062
375,0.20,-9.30,-1.41,2024-01-20 15:15:49.096
350,0.20,-9.30,-1.37,2024-01-20 15:15:49.129
355,0.20,-9.34,-1.37,2024-01-20 15:15:49.196
18,0.20,-9.34,-1.37,2024-01-20 15:15:49.229
310,0.24,-9.34,-1.41,2024-01-20 15:15:49.262
382,0.20,-9.34,-1.41,2024-01-20 15:15:49.328
407,0.24,-9.34,-1.37,2024-01-20 15:15:49.362
353,0.24,-9.41,-1.37,2024-01-20 15:15:49.395
246,0.20,-9.34,-1.41,2024-01-20 15:15:49.461
289,0.24,-9.30,-1.41,2024-01-20 15:15:49.494
338,0.24,-9.30,-1.41,2024-01-20 15:15:49.528
371,0.24,-9.30,-1.41,2024-01-20 15:15:49.594
377,0.24,-9.38,-1.37,2024-01-20 15:15:49.628
274,0.27,-9.34,-1.41,2024-01-20 15:15:49.662
256,0.24,-9.30,-1.37,2024-01-20 15:15:49.727
317,0.24,-9.38,-1.33,2024-01-20 15:15:49.761
366,0.24,-9.34,-1.37,2024-01-20 15:15:49.794
393,0.20,-9.30,-1.37,2024-01-20 15:15:49.827
352,0.24,-9.38,-1.37,2024-01-20 15:15:49.894
255,0.24,-9.34,-1.41,2024-01-20 15:15:49.927
282,0.24,-9.38,-1.37,2024-01-20 15:15:49.961
363,0.20,-9.34,-1.41,2024-01-20 15:15:50.027
560,0.24,-9.34,-1.41,2024-01-20 15:15:50.060
162,0.24,-9.34,-1.37,2024-01-20 15:15:50.094
257,0.20,-9.30,-1.41,2024-01-20 15:15:50.161
277,0.24,-9.34,-1.41,2024-01-20 15:15:50.194
356,0.27,-9.34,-1.41,2024-01-20 15:15:50.226
408,0.27,-9.34,-1.37,2024-01-20 15:15:50.293
398,0.24,-9.34,-1.37,2024-01-20 15:15:50.327
325,0.24,-9.34,-1.29,2024-01-20 15:15:50.360
253,0.20,-9.34,-1.41,2024-01-20 15:15:50.426
293,0.24,-9.38,-1.37,2024-01-20 15:15:50.459
373,0.27,-9.38,-1.37,2024-01-20 15:15:50.493
400,0.24,-9.34,-1.33,2024-01-20 15:15:50.526
362,0.20,-9.30,-1.41,2024-01-20 15:15:50.593
262,0.20,-9.34,-1.37,2024-01-20 15:15:50.627
272,0.20,-9.38,-1.41,2024-01-20 15:15:50.659
337,0.24,-9.38,-1.41,2024-01-20 15:15:50.726
400,0.20,-9.30,-1.33,2024-01-20 15:15:50.759
383,0.24,-9.34,-1.33,2024-01-20 15:15:50.793
291,0.24,-9.38,-1.37,2024-01-20 15:15:50.859
243,0.27,-9.34,-1.41,2024-01-20 15:15:50.892
307,0.24,-9.30,-1.33,2024-01-20 15:15:50.926
661,0.20,-9.38,-1.33,2024-01-20 15:15:50.992
358,0.27,-9.34,-1.33,2024-01-20 15:15:51.026
353,0.27,-9.38,-1.37,2024-01-20 15:15:51.059
267,0.20,-9.30,-1.37,2024-01-20 15:15:51.125
297,0.24,-9.34,-1.41,2024-01-20 15:15:51.159
363,0.24,-9.41,-1.37,2024-01-20 15:15:51.192
387,0.27,-9.34,-1.33,2024-01-20 15:15:51.225
390,0.24,-9.34,-1.41,2024-01-20 15:15:51.292
277,0.20,-9.34,-1.41,2024-01-20 15:15:51.325
252,0.24,-9.34,-1.41,2024-01-20 15:15:51.359
319,0.24,-9.34,-1.37,2024-01-20 15:15:51.425
373,0.24,-9.34,-1.37,2024-01-20 15:15:51.457
386,0.27,-9.38,-1.37,2024-01-20 15:15:51.491
333,0.20,-9.26,-1.37,2024-01-20 15:15:51.558
236,0.27,-9.38,-1.41,2024-01-20 15:15:51.591
282,0.20,-9.38,-1.37,2024-01-20 15:15:51.625
345,0.24,-9.34,-1.37,2024-01-20 15:15:51.691
411,0.20,-9.34,-1.37,2024-01-20 15:15:51.724
364,0.24,-9.38,-1.37,2024-01-20 15:15:51.758
266,0.20,-9.34,-1.33,2024-01-20 15:15:51.823
268,0.24,-9.34,-1.37,2024-01-20 15:15:51.857
366,0.24,-9.34,-1.37,2024-01-20 15:15:51.891
122,0.24,-9.34,-1.37,2024-01-20 15:15:51.923
410,0.24,-9.30,-1.37,2024-01-20 15:15:51.990
273,0.24,-9.34,-1.37,2024-01-20 15:15:52.024
239,0.20,-9.38,-1.33,2024-01-20 15:15:52.057
381,0.27,-9.34,-1.37,2024-01-20 15:15:52.123
297,0.24,-9.34,-1.33,2024-01-20 15:15:52.156
270,0.20,-9.30,-1.41,2024-01-20 15:15:52.190
80,0.27,-9.34,-1.37,2024-01-20 15:15:52.256
405,0.24,-9.34,-1.33,2024-01-20 15:15:52.289
316,0.27,-9.30,-1.41,2024-01-20 15:15:52.323
317,0.24,-9.34,-1.37,2024-01-20 15:15:52.390
345,0.24,-9.34,-1.33,2024-01-20 15:15:52.423
404,0.20,-9.38,-1.41,2024-01-20 15:15:52.456
