ECG,X,Y,Z,Timestamp
375,0.24,-9.34,-1.37,2024-01-20 15:14:34.631
353,0.24,-9.34,-1.41,2024-01-20 15:14:34.664
279,0.31,-9.85,-1.37,2024-01-20 15:14:34.698
295,0.20,-9.65,-1.33,2024-01-20 15:14:34.764
317,0.20,-9.41,-1.45,2024-01-20 15:14:34.797
348,0.24,-9.22,-1.37,2024-01-20 15:14:34.831
365,0.20,-9.30,-1.33,2024-01-20 15:14:34.897
289,0.20,-9.30,-1.37,2024-01-20 15:14:34.931
258,0.24,-9.38,-1.33,2024-01-20 15:14:34.964
300,0.24,-9.34,-1.37,2024-01-20 15:14:34.998
340,0.20,-9.06,-1.37,2024-01-20 15:14:35.064
389,0.27,-9.22,-1.41,2024-01-20 15:14:35.097
344,0.24,-9.34,-1.37,2024-01-20 15:14:35.130
262,0.24,-9.34,-1.37,2024-01-20 15:14:35.196
288,0.24,-9.22,-1.33,2024-01-20 15:14:35.230
330,0.24,-9.30,-1.37,2024-01-20 15:14:35.264
661,0.27,-9.41,-1.37,2024-01-20 15:14:35.330
350,0.27,-9.38,-1.37,2024-01-20 15:14:35.363
291,0.27,-9.06,-1.37,2024-01-20 15:14:35.397
289,0.24,-9.10,-1.26,2024-01-20 15:14:35.463
341,0.27,-9.22,-1.37,2024-01-20 15:14:35.496
371,0.20,-9.34,-1.45,2024-01-20 15:14:35.530
381,0.24,-9.34,-1.41,2024-01-20 15:14:35.596
345,0.24,-9.10,-1.29,2024-01-20 15:14:35.629
270,0.24,-9.34,-1.41,2024-01-20 15:14:35.663
301,0.27,-9.38,-1.37,2024-01-20 15:14:35.696
346,0.24,-9.34,-1.37,2024-01-20 15:14:35.762
378,0.24,-9.34,-1.37,2024-01-20 15:14:35.796
363,0.24,-9.26,-1.37,2024-01-20 15:14:35.829
282,0.20,-9.30,-1.33,2024-01-20 15:14:35.896
276,0.24,-9.30,-1.37,2024-01-20 15:14:35.929
320,0.24,-9.34,-1.37,2024-01-20 15:14:35.962
355,0.24,-9.34,-1.37,2024-01-20 15:14:36.029
386,0.20,-9.34,-1.33,2024-01-20 15:14:36.061
336,0.24,-9.34,-1.37,2024-01-20 15:14:36.095
284,0.24,-9.61,-1.45,2024-01-20 15:14:36.162
298,0.24,-9.34,-1.37,2024-01-20 15:14:36.195
336,0.24,-9.30,-1.37,2024-01-20 15:14:36.229
380,0.20,-9.34,-1.33,2024-01-20 15:14:36.294
661,0.27,-9.34,-1.26,2024-01-20 15:14:36.328
266,0.24,-9.22,-1.41,2024-01-20 15:14:36.361
287,0.27,-9.38,-1.37,2024-01-20 15:14:36.395
337,0.24,-9.30,-1.33,2024-01-20 15:14:36.461
385,0.24,-9.45,-1.41,2024-01-20 15:14:36.494
404,0.24,-8.90,-1.41,2024-01-20 15:14:36.528
307,0.24,-9.45,-1.37,2024-01-20 15:14:36.594
280,0.20,-9.34,-1.41,2024-01-20 15:14:36.628
304,0.24,-9.34,-1.33,2024-01-20 15:14:36.661
346,0.27,-9.38,-1.45,2024-01-20 15:14:36.727
381,0.24,-9.26,-1.37,2024-01-20 15:14:36.761
353,0.27,-9.34,-1.41,2024-01-20 15:14:36.794
266,0.20,-9.26,-1.37,2024-01-20 15:14:36.860
276,0.27,-9.26,-1.41,2024-01-20 15:14:36.894
321,0.20,-9.30,-1.37,2024-01-20 15:14:36.927
356,0.20,-9.30,-1.37,2024-01-20 15:14:36.993
374,0.24,-9.30,-1.41,2024-01-20 15:14:37.027
300,0.20,-9.26,-1.33,2024-01-20 15:14:37.060
276,0.27,-9.26,-1.37,2024-01-20 15:14:37.093
336,0.27,-9.38,-1.37,2024-01-20 15:14:37.160
346,0.24,-9.30,-1.41,2024-01-20 15:14:37.193
383,0.27,-9.02,-1.29,2024-01-20 15:14:37.226
346,0.27,-9.22,-1.29,2024-01-20 15:14:37.293
404,0.24,-9.30,-1.29,2024-01-20 15:14:37.326
30,0.24,-9.22,-1.29,2024-01-20 15:14:37.360
316,0.24,-9.49,-1.49,2024-01-20 15:14:37.426
361,0.24,-9.34,-1.37,2024-01-20 15:14:37.459
406,0.27,-9.34,-1.37,2024-01-20 15:14:37.492
344,0.24,-9.34,-1.29,2024-01-20 15:14:37.558
277,0.27,-9.38,-1.33,2024-01-20 15:14:37.592
303,0.24,-9.34,-1.41,2024-01-20 15:14:37.626
346,0.24,-9.34,-1.41,2024-01-20 15:14:37.692
380,0.27,-9.38,-1.41,2024-01-20 15:14:37.726
365,0.27,-9.34,-1.37,2024-01-20 15:14:37.758
281,0.24,-9.34,-1.41,2024-01-20 15:14:37.792
282,0.20,-9.34,-1.37,2024-01-20 15:14:37.859
320,0.20,-9.34,-1.33,2024-01-20 15:14:37.892
358,0.20,-9.38,-1.33,2024-01-20 15:14:37.925
376,0.24,-9.34,-1.37,2024-01-20 15:14:37.991
311,0.27,-9.30,-1.37,2024-01-20 15:14:38.025
274,0.20,-9.30,-1.33,2024-01-20 15:14:38.058
300,0.24,-9.38,-1.41,2024-01-20 15:14:38.124
378,0.24,-9.38,-1.37,2024-01-20 15:14:38.158
380,0.24,-9.34,-1.41,2024-01-20 15:14:38.191
339,0.27,-9.38,-1.45,2024-01-20 15:14:38.257
268,0.24,-9.38,-1.41,2024-01-20 15:14:38.291
335,0.24,-9.30,-1.37,2024-01-20 15:14:38.325
33,0.24,-9.34,-1.26,2024-01-20 15:14:38.357
356,0.20,-9.38,-1.37,2024-01-20 15:14:38.424
397,0.20,-9.30,-1.37,2024-01-20 15:14:38.458
346,0.24,-9.34,-1.37,2024-01-20 15:14:38.491
297,0.24,-9.30,-1.37,2024-01-20 15:14:38.557
305,0.20,-9.30,-1.41,2024-01-20 15:14:38.590
342,0.16,-9.38,-1.33,2024-01-20 15:14:38.624
388,0.27,-9.34,-1.41,2024-01-20 15:14:38.690
364,0.27,-9.38,-1.37,2024-01-20 15:14:38.724
284,0.24,-9.34,-1.37,2024-01-20 15:14:38.756
283,0.27,-9.34,-1.41,2024-01-20 15:14:38.823
319,0.24,-9.38,-1.41,2024-01-20 15:14:38.857
357,0.20,-9.30,-1.37,2024-01-20 15:14:38.889
380,0.27,-9.34,-1.37,2024-01-20 15:14:38.956
312,0.20,-9.38,-1.33,2024-01-20 15:14:38.990
263,0.24,-9.34,-1.45,2024-01-20 15:14:39.024
303,0.24,-9.30,-1.41,2024-01-20 15:14:39.056
347,0.24,-9.30,-1.37,2024-01-20 15:14:39.123
381,0.20,-9.14,-1.37,2024-01-20 15:14:39.157
388,0.24,-9.38,-1.37,2024-01-20 15:14:39.190
276,0.35,-9.38,-1.37,2024-01-20 15:14:39.256
277,0.20,-9.34,-1.37,2024-01-20 15:14:39.290
322,0.27,-9.26,-1.41,2024-01-20 15:14:39.323
405,0.24,-9.38,-1.29,2024-01-20 15:14:39.389
72,0.27,-9.34,-1.33,2024-01-20 15:14:39.422
325,0.24,-9.26,-1.37,2024-01-20 15:14:39.457
268,0.27,-9.30,-1.41,2024-01-20 15:14:39.521
309,0.20,-9.30,-1.37,2024-01-20 15:14:39.555
362,0.20,-9.30,-1.37,2024-01-20 15:14:39.588
378,0.31,-9.45,-1.41,2024-01-20 15:14:39.655
362,0.24,-9.26,-1.33,2024-01-20 15:14:39.688
292,0.24,-9.26,-1.33,2024-01-20 15:14:39.722
276,0.24,-9.30,-1.29,2024-01-20 15:14:39.755
317,0.24,-9.34,-1.37,2024-01-20 15:14:39.821
352,0.27,-9.34,-1.37,2024-01-20 15:14:39.854
380,0.20,-9.26,-1.37,2024-01-20 15:14:39.888
315,0.20,-9.34,-1.41,2024-01-20 15:14:39.954
261,0.20,-9.22,-1.41,2024-01-20 15:14:39.988
298,0.27,-9.26,-1.33,2024-01-20 15:14:40.021
337,0.27,-9.38,-1.41,2024-01-20 15:14:40.088
378,0.24,-9.38,-1.37,2024-01-20 15:14:40.121
360,0.27,-9.45,-1.37,2024-01-20 15:14:40.155
274,0.27,-9.34,-1.37,2024-01-20 15:14:40.221
284,0.24,-9.34,-1.37,2024-01-20 15:14:40.254
348,0.24,-9.34,-1.45,2024-01-20 15:14:40.288
358,0.24,-9.34,-1.37,2024-01-20 15:14:40.354
384,0.24,-9.34,-1.33,2024-01-20 15:14:40.387
309,0.27,-9.34,-1.37,2024-01-20 15:14:40.421
520,0.24,-9.26,-1.37,2024-01-20 15:14:40.454
130,0.24,-9.38,-1.37,2024-01-20 15:14:40.520
350,0.24,-9.41,-1.37,2024-01-20 15:14:40.554
397,0.24,-9.30,-1.41,2024-01-20 15:14:40.587
373,0.24,-9.26,-1.41,2024-01-20 15:14:40.653
316,0.35,-9.26,-1.33,2024-01-20 15:14:40.687
294,0.27,-9.26,-1.33,2024-01-20 15:14:40.720
334,0.27,-9.38,-1.33,2024-01-20 15:14:40.786
367,0.24,-9.06,-1.29,2024-01-20 15:14:40.820
373,0.20,-9.34,-1.45,2024-01-20 15:14:40.853
294,0.27,-9.34,-1.37,2024-01-20 15:14:40.919
271,0.24,-9.38,-1.33,2024-01-20 15:14:40.953
299,0.31,-9.26,-1.41,2024-01-20 15:14:40.986
335,0.35,-9.22,-1.29,2024-01-20 15:14:41.052
368,0.24,-9.34,-1.41,2024-01-20 15:14:41.086
346,0.20,-9.30,-1.37,2024-01-20 15:14:41.119
271,0.24,-9.34,-1.41,2024-01-20 15:14:41.153
288,0.24,-9.34,-1.37,2024-01-20 15:14:41.219
334,0.20,-9.38,-1.37,2024-01-20 15:14:41.252
375,0.24,-9.30,-1.37,2024-01-20 15:14:41.286
391,0.24,-9.10,-1.37,2024-01-20 15:14:41.352
297,0.24,-9.30,-1.29,2024-01-20 15:14:41.386
273,0.20,-9.30,-1.37,2024-01-20 15:14:41.418
316,0.27,-9.06,-1.29,2024-01-20 15:14:41.486
661,0.27,-9.41,-1.45,2024-01-20 15:14:41.519
330,0.20,-9.30,-1.37,2024-01-20 15:14:41.552
342,0.20,-9.38,-1.37,2024-01-20 15:14:41.618
278,0.24,-9.34,-1.37,2024-01-20 15:14:41.652
318,0.24,-9.34,-1.41,2024-01-20 15:14:41.684
362,0.24,-9.38,-1.37,2024-01-20 15:14:41.752
368,0.31,-9.30,-1.37,2024-01-20 15:14:41.784
381,0.20,-9.26,-1.37,2024-01-20 15:14:41.818
294,0.20,-9.30,-1.37,2024-01-20 15:14:41.852
268,0.20,-9.30,-1.37,2024-01-20 15:14:41.918
318,0.24,-9.34,-1.41,2024-01-20 15:14:41.951
358,0.24,-9.34,-1.41,2024-01-20 15:14:41.985
371,0.27,-9.38,-1.33,2024-01-20 15:14:42.050
320,0.27,-9.38,-1.41,2024-01-20 15:14:42.084
262,0.24,-9.34,-1.33,2024-01-20 15:14:42.117
244,0.20,-9.38,-1.37,2024-01-20 15:14:42.184
345,0.24,-9.34,-1.33,2024-01-20 15:14:42.217
371,0.24,-9.34,-1.37,2024-01-20 15:14:42.251
365,0.20,-9.38,-1.41,2024-01-20 15:14:42.316
293,0.24,-9.30,-1.33,2024-01-20 15:14:42.350
223,0.24,-9.34,-1.33,2024-01-20 15:14:42.384
322,0.24,-9.34,-1.41,2024-01-20 15:14:42.450
381,0.24,-9.34,-1.41,2024-01-20 15:14:42.484
661,0.20,-9.30,-1.33,2024-01-20 15:14:42.517
248,0.24,-9.34,-1.37,2024-01-20 15:14:42.551
285,0.24,-9.34,-1.37,2024-01-20 15:14:42.616
325,0.24,-9.38,-1.41,2024-01-20 15:14:42.650
304,0.27,-9.38,-1.41,2024-01-20 15:14:42.683
431,0.20,-9.38,-1.41,2024-01-20 15:14:42.750
371,0.24,-9.38,-1.41,2024-01-20 15:14:42.783
285,0.24,-9.30,-1.37,2024-01-20 15:14:42.817
350,0.24,-9.34,-1.41,2024-01-20 15:14:42.883
343,0.24,-9.38,-1.41,2024-01-20 15:14:42.915
357,0.24,-9.30,-1.33,2024-01-20 15:14:42.950
409,0.24,-9.45,-1.41,2024-01-20 15:14:43.015
386,0.24,-9.30,-1.33,2024-01-20 15:14:43.049
282,0.24,-9.34,-1.41,2024-01-20 15:14:43.082
335,0.24,-9.34,-1.37,2024-01-20 15:14:43.148
334,0.24,-9.34,-1.37,2024-01-20 15:14:43.182
323,0.24,-9.26,-1.41,2024-01-20 15:14:43.215
365,0.24,-9.34,-1.37,2024-01-20 15:14:43.249
297,0.27,-9.34,-1.33,2024-01-20 15:14:43.315
310,0.24,-9.38,-1.37,2024-01-20 15:14:43.349
326,0.20,-9.30,-1.37,2024-01-20 15:14:43.382
358,0.27,-9.34,-1.37,2024-01-20 15:14:43.448
660,0.20,-9.26,-1.37,2024-01-20 15:14:43.482
291,0.24,-9.26,-1.37,2024-01-20 15:14:43.514
270,0.20,-9.34,-1.41,2024-01-20 15:14:43.582
300,0.20,-9.30,-1.41,2024-01-20 15:14:43.615
358,0.20,-9.34,-1.41,2024-01-20 15:14:43.648
391,0.24,-9.34,-1.33,2024-01-20 15:14:43.714
327,0.20,-9.34,-1.29,2024-01-20 15:14:43.747
254,0.24,-9.34,-1.37,2024-01-20 15:14:43.781
277,0.24,-9.38,-1.37,2024-01-20 15:14:43.847
333,0.24,-9.34,-1.41,2024-01-20 15:14:43.881
355,0.24,-9.30,-1.33,2024-01-20 15:14:43.914
354,0.24,-9.34,-1.37,2024-01-20 15:14:43.948
297,0.27,-9.34,-1.41,2024-01-20 15:14:44.014
255,0.24,-9.34,-1.37,2024-01-20 15:14:44.047
293,0.24,-9.30,-1.41,2024-01-20 15:14:44.080
341,0.24,-9.38,-1.37,2024-01-20 15:14:44.147
402,0.27,-9.30,-1.41,2024-01-20 15:14:44.181
323,0.24,-9.30,-1.33,2024-01-20 15:14:44.213
252,0.24,-9.38,-1.37,2024-01-20 15:14:44.280
284,0.20,-9.34,-1.41,2024-01-20 15:14:44.313
489,0.24,-9.30,-1.37,2024-01-20 15:14:44.347
88,0.24,-9.34,-1.37,2024-01-20 15:14:44.413
372,0.24,-9.30,-1.37,2024-01-20 15:14:44.446
290,0.20,-9.30,-1.37,2024-01-20 15:14:44.480
276,0.24,-9.34,-1.37,2024-01-20 15:14:44.513
331,0.24,-9.34,-1.29,2024-01-20 15:14:44.580
348,0.24,-9.34,-1.41,2024-01-20 15:14:44.613
393,0.24,-9.30,-1.37,2024-01-20 15:14:44.646
347,0.27,-9.30,-1.37,2024-01-20 15:14:44.713
274,0.20,-9.34,-1.37,2024-01-20 15:14:44.746
292,0.20,-9.30,-1.41,2024-01-20 15:14:44.779
351,0.24,-9.34,-1.37,2024-01-20 15:14:44.845
372,0.24,-9.30,-1.37,2024-01-20 15:14:44.879
383,0.27,-9.34,-1.41,2024-01-20 15:14:44.912
318,0.27,-9.34,-1.41,2024-01-20 15:14:44.979
281,0.24,-9.34,-1.33,2024-01-20 15:14:45.012
328,0.24,-9.30,-1.37,2024-01-20 15:14:45.046
375,0.24,-9.34,-1.37,2024-01-20 15:14:45.112
392,0.24,-9.34,-1.37,2024-01-20 15:14:45.145
361,0.20,-9.38,-1.37,2024-01-20 15:14:45.178
295,0.24,-9.30,-1.33,2024-01-20 15:14:45.212
659,0.27,-9.38,-1.33,2024-01-20 15:14:45.278
257,0.20,-9.30,-1.37,2024-01-20 15:14:45.312
398,0.24,-9.34,-1.41,2024-01-20 15:14:45.345
419,0.24,-9.30,-1.41,2024-01-20 15:14:45.411
349,0.24,-9.34,-1.37,2024-01-20 15:14:45.445
332,0.24,-9.34,-1.41,2024-01-20 15:14:45.478
346,0.24,-9.30,-1.37,2024-01-20 15:14:45.545
373,0.20,-9.30,-1.37,2024-01-20 15:14:45.578
394,0.20,-9.38,-1.37,2024-01-20 15:14:45.611
344,0.24,-9.38,-1.41,2024-01-20 15:14:45.677
300,0.24,-9.34,-1.33,2024-01-20 15:14:45.711
300,0.24,-9.34,-1.37,2024-01-20 15:14:45.744
330,0.20,-9.34,-1.37,2024-01-20 15:14:45.811
355,0.27,-9.38,-1.33,2024-01-20 15:14:45.844
367,0.24,-9.34,-1.37,2024-01-20 15:14:45.877
297,0.20,-9.30,-1.37,2024-01-20 15:14:45.911
273,0.24,-9.30,-1.37,2024-01-20 15:14:45.977
336,0.20,-9.30,-1.37,2024-01-20 15:14:46.010
368,0.24,-9.30,-1.37,2024-01-20 15:14:46.043
375,0.24,-9.34,-1.29,2024-01-20 15:14:46.110
323,0.27,-9.34,-1.33,2024-01-20 15:14:46.143
262,0.20,-9.34,-1.37,2024-01-20 15:14:46.177
590,0.24,-9.41,-1.37,2024-01-20 15:14:46.243
302,0.27,-9.34,-1.37,2024-01-20 15:14:46.276
380,0.27,-9.30,-1.33,2024-01-20 15:14:46.310
368,0.27,-9.34,-1.41,2024-01-20 15:14:46.376
309,0.24,-9.34,-1.37,2024-01-20 15:14:46.410
277,0.24,-9.41,-1.41,2024-01-20 15:14:46.443
317,0.16,-9.22,-1.37,2024-01-20 15:14:46.509
347,0.27,-9.34,-1.29,2024-01-20 15:14:46.543
356,0.24,-9.18,-1.33,2024-01-20 15:14:46.576
304,0.20,-9.14,-1.41,2024-01-20 15:14:46.609
262,0.27,-9.57,-1.37,2024-01-20 15:14:46.676
288,0.24,-8.90,-1.26,2024-01-20 15:14:46.709
323,0.24,-9.30,-1.37,2024-01-20 15:14:46.743
362,0.24,-9.38,-1.37,2024-01-20 15:14:46.809
349,0.24,-9.34,-1.41,2024-01-20 15:14:46.842
258,0.24,-9.30,-1.37,2024-01-20 15:14:46.876
267,0.27,-9.26,-1.33,2024-01-20 15:14:46.942
309,0.20,-9.18,-1.37,2024-01-20 15:14:46.975
351,0.27,-9.34,-1.37,2024-01-20 15:14:47.009
365,0.24,-9.30,-1.37,2024-01-20 15:14:47.075
307,0.24,-9.45,-1.37,2024-01-20 15:14:47.109
272,0.24,-9.41,-1.41,2024-01-20 15:14:47.142
302,0.24,-9.22,-1.37,2024-01-20 15:14:47.208
329,0.24,-9.34,-1.37,2024-01-20 15:14:47.241
364,0.24,-9.34,-1.37,2024-01-20 15:14:47.275
340,0.31,-9.26,-1.33,2024-01-20 15:14:47.310
659,0.20,-9.22,-1.26,2024-01-20 15:14:47.375
214,0.24,-9.30,-1.33,2024-01-20 15:14:47.407
339,0.20,-9.34,-1.37,2024-01-20 15:14:47.441
374,0.27,-9.34,-1.45,2024-01-20 15:14:47.507
399,0.27,-8.94,-1.33,2024-01-20 15:14:47.541
323,0.31,-9.10,-1.29,2024-01-20 15:14:47.574
278,0.27,-9.45,-1.41,2024-01-20 15:14:47.641
318,0.24,-9.22,-1.41,2024-01-20 15:14:47.675
346,0.24,-9.30,-1.37,2024-01-20 15:14:47.708
370,0.24,-9.30,-1.37,2024-01-20 15:14:47.774
345,0.27,-9.30,-1.41,2024-01-20 15:14:47.807
270,0.20,-9.34,-1.41,2024-01-20 15:14:47.841
284,0.24,-9.38,-1.37,2024-01-20 15:14:47.906
319,0.24,-9.30,-1.33,2024-01-20 15:14:47.940
354,0.16,-9.34,-1.33,2024-01-20 15:14:47.974
361,0.24,-9.30,-1.41,2024-01-20 15:14:48.007
288,0.27,-9.30,-1.37,2024-01-20 15:14:48.073
278,0.31,-9.34,-1.33,2024-01-20 15:14:48.107
310,0.20,-9.30,-1.33,2024-01-20 15:14:48.140
347,0.24,-9.38,-1.41,2024-01-20 15:14:48.206
379,0.24,-9.26,-1.33,2024-01-20 15:14:48.239
354,0.24,-9.30,-1.29,2024-01-20 15:14:48.273
288,0.27,-9.41,-1.41,2024-01-20 15:14:48.339
301,0.20,-9.34,-1.45,2024-01-20 15:14:48.373
329,0.24,-9.38,-1.37,2024-01-20 15:14:48.406
361,0.20,-9.30,-1.37,2024-01-20 15:14:48.473
334,0.24,-9.38,-1.37,2024-01-20 15:14:48.506
288,0.24,-9.34,-1.33,2024-01-20 15:14:48.539
290,0.27,-9.38,-1.41,2024-01-20 15:14:48.606
334,0.27,-9.34,-1.29,2024-01-20 15:14:48.639
381,0.24,-9.34,-1.29,2024-01-20 15:14:48.673
394,0.27,-9.34,-1.37,2024-01-20 15:14:48.705
317,0.24,-9.34,-1.41,2024-01-20 15:14:48.772
280,0.24,-9.38,-1.33,2024-01-20 15:14:48.805
296,0.24,-9.34,-1.41,2024-01-20 15:14:48.839
330,0.27,-9.34,-1.41,2024-01-20 15:14:48.905
372,0.24,-9.30,-1.37,2024-01-20 15:14:48.939
350,0.27,-9.30,-1.41,2024-01-20 15:14:48.972
269,0.24,-9.30,-1.41,2024-01-20 15:14:49.038
272,0.20,-9.34,-1.33,2024-01-20 15:14:49.071
319,0.24,-9.30,-1.37,2024-01-20 15:14:49.105
354,0.24,-9.34,-1.41,2024-01-20 15:14:49.171
380,0.20,-9.34,-1.45,2024-01-20 15:14:49.204
310,0.24,-9.38,-1.41,2024-01-20 15:14:49.238
271,0.24,-9.34,-1.37,2024-01-20 15:14:49.305
338,0.20,-9.26,-1.37,2024-01-20 15:14:49.338
340,0.24,-9.34,-1.33,2024-01-20 15:14:49.371
376,0.24,-9.34,-1.41,2024-01-20 15:14:49.404
351,0.24,-9.34,-1.33,2024-01-20 15:14:49.471
404,0.20,-9.30,-1.37,2024-01-20 15:14:49.505
30,0.24,-9.30,-1.37,2024-01-20 15:14:49.537
327,0.20,-9.30,-1.33,2024-01-20 15:14:49.604
374,0.20,-9.38,-1.41,2024-01-20 15:14:49.637
409,0.20,-9.30,-1.45,2024-01-20 15:14:49.670
366,0.20,-9.30,-1.37,2024-01-20 15:14:49.736
293,0.20,-9.30,-1.33,2024-01-20 15:14:49.770
309,0.24,-9.30,-1.41,2024-01-20 15:14:49.804
342,0.20,-9.34,-1.37,2024-01-20 15:14:49.870
376,0.24,-9.38,-1.37,2024-01-20 15:14:49.904
329,0.20,-9.30,-1.41,2024-01-20 15:14:49.936
264,0.24,-9.38,-1.37,2024-01-20 15:14:50.003
258,0.24,-9.34,-1.41,2024-01-20 15:14:50.036
365,0.16,-9.30,-1.37,2024-01-20 15:14:50.070
413,0.27,-9.38,-1.37,2024-01-20 15:14:50.102
339,0.27,-9.38,-1.33,2024-01-20 15:14:50.169
401,0.27,-9.38,-1.41,2024-01-20 15:14:50.203
283,0.24,-9.30,-1.41,2024-01-20 15:14:50.236
300,0.20,-9.34,-1.33,2024-01-20 15:14:50.303
459,0.20,-9.34,-1.33,2024-01-20 15:14:50.336
447,0.27,-9.30,-1.41,2024-01-20 15:14:50.369
512,0.24,-9.34,-1.41,2024-01-20 15:14:50.435
421,0.16,-9.34,-1.37,2024-01-20 15:14:50.469
539,0.20,-9.30,-1.37,2024-01-20 15:14:50.502
308,0.31,-9.30,-1.41,2024-01-20 15:14:50.569
281,0.20,-9.38,-1.41,2024-01-20 15:14:50.602
255,0.24,-9.38,-1.29,2024-01-20 15:14:50.636
133,0.20,-9.34,-1.37,2024-01-20 15:14:50.701
70,0.24,-9.34,-1.41,2024-01-20 15:14:50.735
141,0.27,-9.34,-1.45,2024-01-20 15:14:50.769
132,0.24,-9.34,-1.37,2024-01-20 15:14:50.802
205,0.20,-9.34,-1.33,2024-01-20 15:14:50.868
223,0.20,-9.34,-1.37,2024-01-20 15:14:50.901
110,0.24,-9.30,-1.37,2024-01-20 15:14:50.935
222,0.24,-9.38,-1.41,2024-01-20 15:14:51.001
284,0.12,-9.85,-1.02,2024-01-20 15:14:51.035
145,0.20,-8.94,-1.53,2024-01-20 15:14:51.068
334,0.51,-9.38,-1.65,2024-01-20 15:14:51.135
598,0.20,-9.41,-1.37,2024-01-20 15:14:51.168
444,0.04,-9.34,-1.18,2024-01-20 15:14:51.201
476,0.31,-9.41,-1.18,2024-01-20 15:14:51.267
360,0.20,-9.34,-1.53,2024-01-20 15:14:51.301
500,0.39,-9.22,-1.65,2024-01-20 15:14:51.334
479,0.24,-9.34,-1.26,2024-01-20 15:14:51.368
173,0.12,-9.41,-1.14,2024-01-20 15:14:51.433
287,0.35,-9.34,-1.45,2024-01-20 15:14:51.467
372,0.27,-9.34,-1.61,2024-01-20 15:14:51.501
467,0.20,-9.38,-1.37,2024-01-20 15:14:51.567
478,0.20,-9.41,-1.18,2024-01-20 15:14:51.600
361,0.16,-9.34,-1.37,2024-01-20 15:14:51.634
304,0.24,-9.30,-1.49,2024-01-20 15:14:51.699
326,0.24,-9.34,-1.45,2024-01-20 15:14:51.733
361,0.20,-9.38,-1.33,2024-01-20 15:14:51.766
389,0.27,-9.30,-1.33,2024-01-20 15:14:51.833
373,0.24,-9.38,-1.41,2024-01-20 15:14:51.867
309,0.20,-9.30,-1.33,2024-01-20 15:14:51.900
353,0.24,-9.38,-1.37,2024-01-20 15:14:51.966
417,0.20,-9.30,-1.45,2024-01-20 15:14:52.000
480,0.27,-9.34,-1.37,2024-01-20 15:14:52.034
435,0.20,-9.38,-1.29,2024-01-20 15:14:52.066
315,0.24,-9.38,-1.33,2024-01-20 15:14:52.132
288,0.24,-9.30,-1.37,2024-01-20 15:14:52.166
460,0.20,-9.34,-1.33,2024-01-20 15:14:52.199
371,0.24,-9.34,-1.37,2024-01-20 15:14:52.266
380,0.24,-9.30,-1.41,2024-01-20 15:14:52.299
352,0.20,-9.30,-1.41,2024-01-20 15:14:52.333
283,0.24,-9.30,-1.33,2024-01-20 15:14:52.399
331,0.20,-9.34,-1.45,2024-01-20 15:14:52.432
375,0.27,-9.34,-1.41,2024-01-20 15:14:52.465
381,0.24,-9.34,-1.41,2024-01-20 15:14:52.531
345,0.24,-9.38,-1.29,2024-01-20 15:14:52.565
255,0.27,-9.34,-1.33,2024-01-20 15:14:52.599
259,0.20,-9.41,-1.45,2024-01-20 15:14:52.665
298,0.27,-9.57,-1.49,2024-01-20 15:14:52.698
337,0.20,-8.94,-1.29,2024-01-20 15:14:52.731
358,0.27,-9.61,-1.49,2024-01-20 15:14:52.765
286,0.24,-9.26,-1.37,2024-01-20 15:14:52.831
242,0.24,-9.30,-1.33,2024-01-20 15:14:52.865
269,0.20,-9.34,-1.37,2024-01-20 15:14:52.898
313,0.27,-9.41,-1.45,2024-01-20 15:14:52.964
356,0.27,-9.65,-1.41,2024-01-20 15:14:52.998
657,0.27,-9.34,-1.37,2024-01-20 15:14:53.031
255,0.20,-9.34,-1.41,2024-01-20 15:14:53.097
275,0.27,-9.18,-1.33,2024-01-20 15:14:53.131
330,0.24,-9.30,-1.37,2024-01-20 15:14:53.165
397,0.31,-9.38,-1.37,2024-01-20 15:14:53.230
401,0.27,-9.41,-1.33,2024-01-20 15:14:53.264
305,0.24,-9.38,-1.37,2024-01-20 15:14:53.297
261,0.24,-9.34,-1.37,2024-01-20 15:14:53.364
298,0.20,-9.65,-1.41,2024-01-20 15:14:53.397
348,0.24,-9.34,-1.41,2024-01-20 15:14:53.430
383,0.20,-9.34,-1.37,2024-01-20 15:14:53.463
330,0.24,-9.30,-1.41,2024-01-20 15:14:53.530
250,0.27,-9.38,-1.37,2024-01-20 15:14:53.564
286,0.27,-9.53,-1.41,2024-01-20 15:14:53.598
344,0.27,-9.34,-1.37,2024-01-20 15:14:53.663
376,0.24,-9.34,-1.33,2024-01-20 15:14:53.697
375,0.20,-9.34,-1.45,2024-01-20 15:14:53.730
328,0.31,-9.30,-1.33,2024-01-20 15:14:53.796
0,0.24,-9.26,-1.41,2024-01-20 15:14:53.829
286,0.27,-9.45,-1.37,2024-01-20 15:14:53.862
374,0.24,-9.34,-1.41,2024-01-20 15:14:53.929
402,0.16,-9.34,-1.33,2024-01-20 15:14:53.963
419,0.24,-9.41,-1.33,2024-01-20 15:14:53.996
324,0.24,-9.41,-1.37,2024-01-20 15:14:54.029
270,0.24,-9.34,-1.41,2024-01-20 15:14:54.095
310,0.24,-9.30,-1.41,2024-01-20 15:14:54.129
383,0.24,-9.30,-1.33,2024-01-20 15:14:54.163
389,0.31,-9.49,-1.45,2024-01-20 15:14:54.229
341,0.31,-9.45,-1.37,2024-01-20 15:14:54.262
